name,title,male,culture,mother,father,heir,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,isACommander,inHouseOfWarLead,houseSworeAllegiance,inHouseOfAllegnc
Harwin Strong,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,30.0,0,0,0,0.0869565217391304,0,0,0,0,0
Harwood Stout,Goldgrass,1,Northmen,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0535117056856187,1,0,0,1,0
Harys Haigh,Ser,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,1,51.0,0,0,0,0.0903010033444816,1,0,0,0,0
Helman Tallhart,Ser,1,Northmen,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.130434782608695,0,1,0,1,0
Lord Commander Hoare,Lord Commander of the Night's Watch,1,unknown,unknown,unknown,unknown,unknown,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.060200668896321,1,0,0,0,0
Hobber Redwyne,Ser,1,Reach,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.214046822742474,1,0,0,1,0
Hoarfrost Umber,Last Hearth,1,Northmen,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.020066889632107,1,0,0,1,0
Hosman Norcross,Ser,1,unknown,unknown,unknown,unknown,Delena Florent,0,1,1,1,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.0769230769230769,1,0,0,1,0
Hoster Frey,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,18.0,0,0,0,0.0903010033444816,1,0,1,1,0
Horas Redwyne,Ser,1,Reach,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.217391304347826,1,0,0,1,0
Hubard Rambton,Ser,1,unknown,unknown,unknown,unknown,unknown,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.020066889632107,0,0,0,1,0
Horton Redfort,Redfort,1,Valemen,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0468227424749163,1,0,0,1,0
Hotho Harlaw,Tower of Glimmering,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0769230769230769,1,0,0,0,0
Hugo Wull,Big BucketThe Wull,1,Northern mountain clans,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0367892976588628,1,0,0,0,0
Hugor of the Hill,King of the Andals,1,Andals,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0501672240802675,1,0,0,0,0
Hugo Vance,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0267558528428093,1,0,0,1,0
Hullen,Winterfell,1,Northmen,unknown,unknown,unknown,unknown,1,1,1,0,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.060200668896321,0,0,1,1,1
Humfrey Beesbury,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0267558528428093,0,0,0,0,0
Humfrey Hardyng,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0535117056856187,0,0,0,0,0
Humfrey Swyft,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0100334448160535,1,0,0,1,0
Humfrey Wagstaff,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,75.0,0,0,0,0.0167224080267558,1,0,0,0,0
Igon Vyrwel,unknown,0,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0267558528428093,1,0,0,0,0
Jacks,unknown,0,northmen,unknown,unknown,unknown,unknown,1,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0334448160535117,1,0,1,1,1
Janei Lannister,unknown,0,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,9.0,0,0,0,0.100334448160535,1,0,1,1,1
Jammos Frey,Ser,1,unknown,unknown,unknown,unknown,Sallei Paege,0,1,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,39.0,0,0,0,0.0903010033444816,1,0,1,1,0
Janna Tyrell,unknown,0,unknown,unknown,unknown,unknown,Jon Fossoway,1,1,1,1,1,-1.0,-1.0,-1.0,1.0,1,0,37.0,0,0,0,0.177257525083612,1,0,1,1,1
Jaremy Rykker,First Ranger,1,unknown,unknown,unknown,unknown,unknown,1,1,1,0,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.060200668896321,0,0,0,1,0
Jarl,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0501672240802675,0,0,0,0,0
Jason Lannister,Ser,1,unknown,unknown,unknown,unknown,Johanna Lannister,0,0,0,0,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.0468227424749163,0,0,1,1,1
Jasper Arryn,Eyrie,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,1,1,0,0.0434782608695652,1,0,0,1,1
Jasper Redfort,Ser,0,Valemen,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Jeren,unknown,1,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,1,0,0,1,0
Jeyne Arryn,Eyrie,0,Vale,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0334448160535117,0,0,0,1,1
Jeyne Beesbury,unknown,0,unknown,unknown,unknown,unknown,Rhaegar Frey,0,1,1,1,0,-1.0,-1.0,-1.0,0.0,1,0,37.0,0,0,0,0.060200668896321,1,0,0,0,0
Jeyne Darry,unknown,1,Westeros,unknown,unknown,unknown,Cleos Frey,0,0,1,1,0,-1.0,-1.0,-1.0,0.0,1,0,37.0,0,0,0,0.0769230769230769,1,0,1,1,0
Jeyne Goodbrook,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,12.0,0,0,0,0.0635451505016722,1,0,0,1,0
Jeyne Rivers,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,1,0,1,1,0
Jeyne Lydden,unknown,0,unknown,unknown,unknown,unknown,Stevron Frey,0,1,1,1,0,-1.0,-1.0,-1.0,0.0,1,0,37.0,0,0,0,0.100334448160535,1,0,0,1,0
Joffrey Lonmouth,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,15.0,0,0,0,0.0234113712374581,0,0,0,0,0
Joffrey Caswell,Bitterbridge,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,100.0,0,0,0,0.0234113712374581,0,0,0,0,0
Jon Bettley,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Jon Brax,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,9.0,0,0,0,0.113712374581939,1,0,0,1,0
Jon Lynderly,Lord of the Snakewood,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Jon Myre,unknown,0,Ironborn,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0234113712374581,1,0,0,0,0
Jon Redfort,Ser,0,Valemen,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Jon Wylde,Ser,1,unknown,unknown,unknown,unknown,Elyana Vypren,0,1,1,1,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.160535117056856,1,0,0,1,0
Jonos Stark,King in the North,1,Northmen,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0100334448160535,1,0,1,1,1
Jonos Frey,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,14.0,0,0,0,0.0535117056856187,1,0,1,1,0
Jonnel Stark,Winterfell,1,unknown,unknown,unknown,unknown,Robyn Ryswell,0,1,0,0,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.127090301003344,1,0,1,1,1
Joramun,King-Beyond-the-Wall,1,Free Folk,unknown,unknown,unknown,unknown,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0635451505016722,1,0,0,0,0
Jorah Stark,King in the North,1,Northmen,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0100334448160535,1,0,1,1,1
Jonothor Darry,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,1,1,0,0.0468227424749163,0,0,1,1,0
Jorelle Mormont,unknown,0,Northmen,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,0,27.0,0,0,0,0.040133779264214,1,0,1,1,0
Jyana,unknown,0,Crannogmen,unknown,unknown,unknown,Howland Reed,0,0,0,1,1,-1.0,-1.0,-1.0,1.0,1,0,37.0,0,0,0,0.020066889632107,1,0,0,1,0
Joy Hill,unknown,0,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,17.0,0,0,0,0.103678929765886,1,0,1,1,1
Jyanna Frey,unknown,0,unknown,unknown,unknown,unknown,Benfrey Frey,0,1,1,1,0,-1.0,-1.0,-1.0,0.0,1,0,37.0,0,0,0,0.0501672240802675,1,0,1,1,0
Kaeth,Grand Maester,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,1,82.0,0,0,0,0.260869565217391,0,0,0,0,0
Jynessa Blackmont,unknown,0,Dornish,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,1,0,0,1,0
Karlon Stark,Karl's Hold,1,Northmen,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,1,0,1,1,1
Kedge Whiteye,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,54.0,0,0,0,0.0367892976588628,1,0,0,1,0
Kennos of Kayce,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0334448160535117,1,0,0,1,0
Kezmya,Cupbearer,0,Ghiscari,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,1,0,0,0,0
Kyra,unknown,1,unknown,unknown,unknown,unknown,unknown,1,1,0,1,1,-1.0,-1.0,-1.0,-1.0,0,0,20.0,0,0,0,0.0535117056856187,0,0,1,1,1
Kyra Frey,unknown,0,unknown,unknown,unknown,unknown,Garse Goodbrook,0,1,1,1,0,-1.0,-1.0,-1.0,1.0,1,0,43.0,0,0,0,0.0668896321070234,1,0,1,1,0
Lambert Turnberry,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Lark,unknown,1,Sistermen,unknown,unknown,unknown,unknown,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.040133779264214,0,0,0,1,0
Larence Snow,unknown,1,Northmen,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,19.0,0,0,0,0.060200668896321,1,0,0,1,0
Larra Blackmont,Blackmont,0,Dornish,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0267558528428093,1,0,0,1,0
Lanna Lannister,unknown,0,unknown,unknown,unknown,unknown,Antario Jast,0,0,1,1,1,-1.0,-1.0,-1.0,1.0,1,0,37.0,0,0,0,0.0735785953177257,1,0,1,1,1
Leathers,Master-at-Arms,1,Wildling,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,1,46.0,0,0,0,0.0501672240802675,1,0,0,1,0
Left Hand Lew,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Leo Lefford,Golden Tooth,1,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0568561872909698,0,1,0,1,0
Leo Blackbar,Ser,1,unknown,unknown,unknown,unknown,Olene Tyrell,0,0,1,1,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.127090301003344,1,0,0,0,0
Leona Woolfield,unknown,0,unknown,unknown,unknown,unknown,Wylis Manderly,0,0,0,1,1,-1.0,-1.0,-1.0,1.0,1,0,37.0,0,0,0,0.0468227424749163,1,0,0,1,0
Leonette Fossoway,Lady,0,unknown,unknown,unknown,unknown,Garlan Tyrell,0,0,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.17391304347826,1,0,0,1,0
Leonella Lefford,unknown,0,unknown,unknown,unknown,unknown,Lothar Frey,0,1,1,1,0,-1.0,-1.0,-1.0,1.0,1,0,37.0,0,0,0,0.0802675585284281,1,0,0,1,0
Lester Morrigen,Lord of Crows Nest,0,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Lewys the Fishwife,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,0,1,0
Lewys Lydden,Lord of the Deep Den,0,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0367892976588628,1,0,0,1,0
Leslyn Haigh,Ser,0,unknown,unknown,unknown,unknown,Perriane Frey,0,1,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.0869565217391304,1,0,0,0,0
Lomas Estermont,Ser,0,Stormlands,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0334448160535117,1,0,0,1,0
Lorent Marbrand,Ser,1,Westerman,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0735785953177257,0,0,0,1,0
Loreza Sand,unknown,0,Dorne,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,12.0,1,1,0,0.107023411371237,1,0,0,1,1
Lothar Mallery,Lord,0,unknown,unknown,unknown,unknown,unknown,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,0,0,0,0,0
Lucas Corbray,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0133779264214046,1,0,0,1,0
Lucas Codd,unknown,0,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Luceon Frey,Septon,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,56.0,0,0,0,0.0769230769230769,1,0,0,0,0
Lucias Vypren,Lord,1,unknown,unknown,unknown,unknown,Lythene Frey,0,1,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.163879598662207,1,0,0,0,0
Lucos Chyttering,Lord,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,1,22.0,0,0,0,0.020066889632107,1,0,0,0,0
Lucion Lannister,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0668896321070234,1,0,1,1,1
Luthor Tyrell,Lord Paramount of the Mander,1,Reach,unknown,unknown,unknown,Olenna Redwyne,0,0,1,0,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,1,1,0,0.170568561872909,1,0,1,1,1
Lyanna Mormont,unknown,1,Northmen,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,0,15.0,1,1,0,0.0568561872909698,1,0,1,1,0
Lyessa Flint,Widow's Watch,0,Northmen,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0367892976588628,1,0,0,1,0
Lyman Beesbury,Master of coin,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,81.0,0,0,0,0.260869565217391,0,0,0,0,0
Lymond Goodbrook,Lord,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0267558528428093,1,0,0,1,0
Lyman Darry,Lord of Darry,0,unknown,unknown,unknown,unknown,unknown,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,9.0,0,0,0,0.0568561872909698,0,1,1,1,0
Lymond Lychester,Castle Lychester,1,Rivermen,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Lymond Vikary,Ser,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0267558528428093,1,0,0,0,0
Lyonel Selmy,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Aggo,unknown,0,Dothraki,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.133779264214046,1,0,0,1,1
Alys Karstark,unknown,0,Northmen,unknown,unknown,unknown,Sigorn,0,0,1,1,1,-1.0,-1.0,-1.0,1.0,1,0,21.0,0,0,0,0.157190635451505,1,0,1,1,0
Cleos Frey,Ser,1,unknown,unknown,unknown,unknown,Jeyne Darry,1,1,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,41.0,0,0,0,0.247491638795986,0,0,1,1,0
Dontos Hollard,Ser,1,unknown,unknown,unknown,unknown,unknown,1,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,1,39.0,0,0,0,0.23076923076923,0,0,0,0,0
Craster,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.170568561872909,0,0,0,0,0
Dale Seaworth,Wraith,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0702341137123745,0,0,0,1,0
Denys Mallister,Ser,1,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,60.0,0,0,0,0.130434782608695,1,0,1,1,0
Edric Storm,unknown,1,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,18.0,0,0,0,0.284280936454849,1,0,1,1,1
Hosteen Frey,Ser,1,unknown,unknown,unknown,unknown,Bellena Hawick,1,1,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,56.0,0,0,0,0.274247491638795,1,0,1,1,0
Lyonel Corbray,Heart's Home,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,45.0,0,0,0,0.0802675585284281,1,0,0,1,0
Lyonel Frey,Ser,0,unknown,unknown,unknown,unknown,Melesa Crakehall,0,1,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,46.0,0,0,0,0.0635451505016722,1,0,0,1,0
Lyonel Strong,Harrenhal,1,unknown,unknown,unknown,unknown,1st: unknown2nd: unknown3rd: unknown,0,0,0,0,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.334448160535117,0,0,0,0,0
Lythene Frey,unknown,0,unknown,unknown,unknown,unknown,Lucias Vypren,0,1,1,1,1,-1.0,-1.0,-1.0,1.0,1,0,54.0,0,0,0,0.160535117056856,1,0,1,1,0
Lyra Mormont,unknown,0,Northmen,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,0,28.0,0,0,0,0.040133779264214,1,0,1,1,0
Maegelle Frey,unknown,0,unknown,unknown,unknown,unknown,Dafyn Vance,0,1,1,1,0,-1.0,-1.0,-1.0,1.0,1,0,56.0,0,0,0,0.107023411371237,1,0,1,1,0
Mallador Locke,Ser,1,unknown,unknown,unknown,unknown,unknown,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0267558528428093,0,0,0,1,0
Malwyn Frey,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,21.0,0,0,0,0.137123745819397,1,0,1,1,0
Manfrey Martell,Ser,0,Dornishmen,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,1,1
Margot Lannister,Starpike,0,unknown,unknown,unknown,unknown,Titus Peake,0,0,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.020066889632107,1,0,1,1,1
Maric Seaworth,Oarmaster,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0635451505016722,0,0,0,1,0
Marianne Vance,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,43.0,0,0,0,0.103678929765886,1,0,0,0,0
Mariya Darry,unknown,0,unknown,unknown,unknown,unknown,Merrett Frey,0,1,1,1,0,-1.0,-1.0,-1.0,0.0,1,0,37.0,0,0,0,0.190635451505016,1,0,1,1,0
Marissa Frey,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,19.0,0,0,0,0.160535117056856,1,0,1,1,0
Maron Martell,Prince of Dorne,1,Dornish,unknown,unknown,unknown,Daenerys Targaryen,0,0,0,1,1,-1.0,-1.0,-1.0,1.0,1,1,37.0,5,1,0,0.0367892976588628,1,0,0,1,1
Maron Volmark,Volmark,1,Ironborn,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,22.0,0,0,0,0.0434782608695652,1,0,0,1,0
Marq Rankenfell,Lord Commander of the Night's Watch,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0501672240802675,1,0,0,1,0
Marsella Waynwood,unknown,0,unknown,unknown,unknown,unknown,Stevron Frey,0,1,1,1,0,-1.0,-1.0,-1.0,0.0,1,0,37.0,0,0,0,0.0969899665551839,1,0,0,1,0
Matarys Targaryen,Prince,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,25.0,0,0,0,0.100334448160535,0,0,0,1,1
Martyn Rivers,unknown,0,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0301003344481605,1,0,1,1,0
Martyn Lannister,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,20.0,5,1,0,0.137123745819397,1,0,1,1,1
Marwyn Belmore,Ser,1,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Mathis Frey,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,11.0,0,0,0,0.0836120401337792,1,0,1,1,0
Matthar,unknown,1,unknown,unknown,unknown,unknown,unknown,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Mawney,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0234113712374581,0,0,0,1,0
Medgar Tully,Lord Paramount of the Trident,1,Rivermen,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,0,0,1,1,1
Medger Cerwyn,Cerwyn,1,Northmen,unknown,unknown,unknown,unknown,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,1,1,0,0.0635451505016722,0,1,0,1,0
Megga Tyrell,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,19.0,0,0,0,0.153846153846153,1,0,1,1,1
Meldred Merlyn,Lord of Pebbleton,0,Ironborn,unknown,unknown,unknown,unknown,0,1,1,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Melesa Crakehall,unknown,0,unknown,unknown,unknown,unknown,Lyonel Frey,0,1,1,1,0,-1.0,-1.0,-1.0,1.0,1,0,37.0,0,0,0,0.0501672240802675,1,0,0,1,0
